taxID,superkingdom,phylum,class,order,family,genus,species
110937,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter festucae
111844,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia pernigra
13687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Spe_in_Sphingomonas
1522056,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus,Spe_in_Flaviflexus
197905,Eukaryota,Ciliophora,Litostomatea,Ord_in_Haptoria,Fam_in_Haptoria,Gen_in_Haptoria,Spe_in_Haptoria
2798724,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus sp. YJ47
2078691,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01881
2799560,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Gen_unclassified Oscillospiraceae,Ruminococcaceae bacterium BL-4
568900,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,Seminavis robusta
112262,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis
2732092,Viruses,Phy_in_Shotokuvirae,Cla_in_Shotokuvirae,Ord_in_Shotokuvirae,Fam_in_Shotokuvirae,Gen_in_Shotokuvirae,Spe_in_Shotokuvirae
210597,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Licmophoraceae,Licmophora,Spe_in_Licmophora
1325100,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. CCBAU 51753
143999,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Gen_in_Attini,Spe_in_Attini
505249,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Malaciobacter marinus
2732409,Viruses,Artverviricota,Cla_in_Artverviricota,Ord_in_Artverviricota,Fam_in_Artverviricota,Gen_in_Artverviricota,Spe_in_Artverviricota
44577,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas ureae
374264,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Xylota,Xylota sylvarum
243243,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
243090,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica
1456056,Archaea,Thaumarchaeota,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured marine thaumarchaeote KM3_175_G11
2634549,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Spe_in_unclassified Dyella
178032,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Dufourea,Spe_in_Dufourea
1191479,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Gen_in_Magnetococcaceae,Spe_in_Magnetococcaceae
111501,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis
1355330,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium faecale
765912,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis
1912919,Eukaryota,Arthropoda,Insecta,Blattodea,Fam_in_Termitoidae,Gen_in_Termitoidae,Spe_in_Termitoidae
308613,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Symplectoscyphus,Spe_in_Symplectoscyphus
1390395,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. LK11
2077182,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. YGSMI21
46562,Eukaryota,Arthropoda,Insecta,Blattodea,Kalotermitidae,Gen_in_Kalotermitidae,Spe_in_Kalotermitidae
2602015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,Hypericibacter terrae
110510,Eukaryota,Rhodophyta,Compsopogonophyceae,Rhodochaetales,Rhodochaetaceae,Rhodochaete,Rhodochaete parvula
45402,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Aquabacter,Spe_in_Aquabacter
1980923,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mieseafarmvirus,Mieseafarmvirus RSL1
2764720,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sp. SDN3
1619313,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia gerundensis
178035,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Dufourea,Dufourea novaeangliae
1913637,Eukaryota,Mucoromycota,Cla_in_Mucoromycota,Ord_in_Mucoromycota,Fam_in_Mucoromycota,Gen_in_Mucoromycota,Spe_in_Mucoromycota
45099,Eukaryota,Imbricatea,Cla_Silicofilosea,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,Spe_in_Thaumatomonas
2109915,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Simplicispira suum
637519,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Earleria,Spe_in_Earleria
35525,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Daphnia magna
2570648,Eukaryota,Euglenozoa,Euglenida,Petalomonadida,Fam_in_Petalomonadida,Gen_in_Petalomonadida,Spe_in_Petalomonadida
46224,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia sporothermodurans
46351,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium hassiacum
112758,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium wB32
242267,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,Plebejus argus
2010828,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Aquipluma,Aquipluma nitroreducens
1456494,Archaea,Euryarchaeota,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured marine group II/III euryarchaeote KM3_71_E02
210619,Eukaryota,Bacillariophyta,Mediophyceae,Toxariales,Toxariaceae,Toxarium,Spe_in_Toxarium
766765,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Spe_in_Yamadazyma
1783276,Archaea,Phy_in_DPANN group,Cla_in_DPANN group,Ord_in_DPANN group,Fam_in_DPANN group,Gen_in_DPANN group,Spe_in_DPANN group
165694,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella schoenbuchensis
2634318,Eukaryota,Phy_of_Cryptophyceae,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Storeatula,Spe_in_unclassified Storeatula
143223,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salegens
2700084,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,Spe_in_Urechidicola
1456365,Archaea,Thaumarchaeota,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured marine thaumarchaeote SAT1000_08_G06
1978229,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Gen_unclassified Beijerinckiaceae,Beijerinckiaceae bacterium
2732091,Viruses,Phy_in_Sangervirae,Cla_in_Sangervirae,Ord_in_Sangervirae,Fam_in_Sangervirae,Gen_in_Sangervirae,Spe_in_Sangervirae
2798861,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CS-2
1454006,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Siansivirga zeaxanthinifaciens
309363,Eukaryota,Phy_PX clade,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria solidungula
12960,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Spe_in_Azoarcus
243899,Bacteria,Firmicutes,Cla_of_unclassified Firmicutes sensu stricto,Ord_of_unclassified Firmicutes sensu stricto,Fam_of_unclassified Firmicutes sensu stricto,Gen_unclassified Firmicutes sensu stricto,endosymbiont 'TC1' of Trimyema compressum
210225,Eukaryota,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea colorata
210632,Eukaryota,Chordata,Actinopteri,Ord_Ovalentaria incertae sedis,Ambassidae,Parambassis,Parambassis ranga
930802,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens marinus
1456293,Archaea,Thaumarchaeota,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured marine thaumarchaeote KM3_79_B12
9406,Eukaryota,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Spe_in_Rousettus
570505,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium bullatum
145259,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira biflexa
2732514,Viruses,Artverviricota,Revtraviricetes,Ord_in_Revtraviricetes,Fam_in_Revtraviricetes,Gen_in_Revtraviricetes,Spe_in_Revtraviricetes
765910,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum
472181,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Halopseudomonas sabulinigri
210581,Eukaryota,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Gouania,Spe_in_Gouania
2638108,Bacteria,Chloroflexi,Dehalococcoidia,Ord_of_Dehalogenimonas,Fam_of_Dehalogenimonas,Dehalogenimonas,Spe_in_unclassified Dehalogenimonas
1229726,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella flava
147389,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Gen_in_Triticeae,Spe_in_Triticeae
49662,Eukaryota,Streptophyta,Magnoliopsida,Pandanales,Stemonaceae,Gen_in_Stemonaceae,Spe_in_Stemonaceae
1131824,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium ws034A6
214089,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Spe_in_Clostera
114313,Eukaryota,Chordata,Aves,Passeriformes,Pipridae,Gen_in_Pipridae,Spe_in_Pipridae
574566,Eukaryota,Chlorophyta,Trebouxiophyceae,Ord_Trebouxiophyceae incertae sedis,Fam_Elliptochloris clade,Coccomyxa,Coccomyxa subellipsoidea
1752728,Bacteria,Candidatus Falkowbacteria,Cla_in_Candidatus Falkowbacteria,Ord_in_Candidatus Falkowbacteria,Fam_in_Candidatus Falkowbacteria,Gen_in_Candidatus Falkowbacteria,Spe_in_Candidatus Falkowbacteria
81684,Bacteria,Proteobacteria,Cla_of_unclassified Proteobacteria,Ord_of_unclassified Proteobacteria,Fam_of_unclassified Proteobacteria,Gen_unclassified Proteobacteria,Spe_in_unclassified Proteobacteria
572547,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense
146937,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Spe_in_Azospira
2211108,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Gen_unclassified Sterolibacteriaceae,Sterolibacteriaceae bacterium J5B
311230,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia terrae
116071,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Micropruina,Spe_in_Micropruina
1131320,Eukaryota,Euglenozoa,Euglenida,Euglenales,Euglenaceae,Gen_in_Euglenaceae,Spe_in_Euglenaceae
2800373,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Spe_in_Priestia
148953,Eukaryota,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa sertularioides
375929,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,Natranaerobius thermophilus
1884248,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sp. (in: Bacillariophyta)
80841,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Fam_of_unclassified Burkholderiales,Gen_unclassified Burkholderiales,Spe_in_unclassified Burkholderiales
147554,Eukaryota,Ascomycota,Schizosaccharomycetes,Ord_in_Schizosaccharomycetes,Fam_in_Schizosaccharomycetes,Gen_in_Schizosaccharomycetes,Spe_in_Schizosaccharomycetes
1131000,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium W5-77b
2638429,Eukaryota,Rhodophyta,Florideophyceae,Rhodogorgonales,Rhodogorgonaceae,Rhodogorgon,Spe_in_unclassified Rhodogorgon
2767879,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Spe_in_Companilactobacillus
1131833,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium ws643C1
2767889,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Spe_in_Loigolactobacillus
2048897,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NXC24
81824,Eukaryota,Phy_of_Choanoflagellata,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Monosiga brevicollis
114040,Eukaryota,Chlorophyta,Cla_of_unclassified prasinophytes,Ord_of_unclassified prasinophytes,Fam_of_unclassified prasinophytes,Gen_unclassified prasinophytes,Spe_in_unclassified prasinophytes
1884913,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,Candidatus Planktophila lacus
115500,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Neonicholsonia,Neonicholsonia watsonii
540749,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,uncultured Succinivibrio sp.
181620,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Strobilidium,Spe_in_Strobilidium
2571030,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter sp. SGAir0037
49247,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Gen_in_Lithodesmiaceae,Spe_in_Lithodesmiaceae
2015172,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,Spe_in_Ooceraea
146805,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter,Spe_in_Phocoenobacter
180229,Eukaryota,Tubulinea,Elardia,Euamoebida,Fam_in_Euamoebida,Gen_in_Euamoebida,Spe_in_Euamoebida
476157,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter ishigakiensis
49260,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Porosira,Porosira glacialis
178899,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Carboxydocella thermautotrophica
83323,Eukaryota,Arthropoda,Insecta,Hymenoptera,Apidae,Gen_in_Anthophorini,Spe_in_Anthophorini
1229970,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Glaciimonas,Spe_in_Glaciimonas
640081,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae
2638441,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Phyllobacterium,Spe_in_unclassified Phyllobacterium
474995,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Spe_in_Ophiocordyceps
2637901,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spe_in_unclassified Spiroplasma
147645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei
342610,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica
1525212,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Gen_in_Bathycoccaceae,Spe_in_Bathycoccaceae
574087,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum
279113,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas pratensis
2638111,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Spe_in_unclassified Chelatococcus
574786,Eukaryota,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidion,Spe_in_Mytilinidion
343874,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii
703222,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium sp. MJ126-NF4
114066,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Spe_in_Metridia
214473,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis
114888,Eukaryota,Nematoda,Chromadorea,Rhabditida,Alloionematidae,Gen_in_Alloionematidae,Spe_in_Alloionematidae
2506586,Viruses,Phy_unclassified viruses,Cla_of_unclassified DNA viruses,Ord_unclassified DNA viruses,Pithoviridae,Gen_of_Pithovirus LCPAC101,Pithovirus LCPAC101
1784714,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Arcticibacterium,Arcticibacterium luteifluviistationis
869209,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema succinifaciens
2603660,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Fam_of_unclassified Planctomycetales,Gen_unclassified Planctomycetales,Planctomycetales bacterium 10988
147109,Eukaryota,Annelida,Clitellata,Branchiobdellida,Branchiobdellidae,Ankyrodrilus,Spe_in_Ankyrodrilus
311182,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,Denitratisoma oestradiolicum
1524976,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gen_unclassified Pasteurellaceae,Pasteurellaceae bacterium Orientalotternb1
671091,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus wailesii
211968,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
114090,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus inopinatus
1196031,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis
639310,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya aquimaris
244566,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lurida
1752718,Bacteria,Candidatus Daviesbacteria,Cla_in_Candidatus Daviesbacteria,Ord_in_Candidatus Daviesbacteria,Fam_in_Candidatus Daviesbacteria,Gen_in_Candidatus Daviesbacteria,Spe_in_Candidatus Daviesbacteria
2636392,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Spe_in_unclassified Halothiobacillus
47735,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi
115580,Eukaryota,Arthropoda,Malacostraca,Decapoda,Fam_in_Palaemonoidea,Gen_in_Palaemonoidea,Spe_in_Palaemonoidea
637905,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella violacea
376488,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halotalea,Spe_in_Halotalea
409849,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Periophthalmus,Periophthalmus magnuspinnatus
81077,spKin_other entries,Phy_of_other sequences,Cla_of_other sequences,Ord_of_other sequences,Fam_other sequences,Gen_in_artificial sequences,Spe_in_artificial sequences
1196094,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi
1131007,Archaea,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured archaeon W4-93a
113604,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Spe_in_Tetrapisispora
2508168,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. YGD11-2
1981174,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. M30-35
2636513,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Spe_in_unclassified Saprospira
1295327,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Spe_in_Croceicoccus
2506595,Viruses,Phy_unclassified viruses,Cla_of_unclassified DNA viruses,Ord_unclassified DNA viruses,Pithoviridae,Gen_of_Pithovirus LCPAC401,Pithovirus LCPAC401
475964,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Gen_in_Caldilineaceae,Spe_in_Caldilineaceae
1489872,Eukaryota,Chordata,Actinopteri,Ord_in_Percomorphaceae,Fam_in_Percomorphaceae,Gen_in_Percomorphaceae,Spe_in_Percomorphaceae
179051,Eukaryota,Streptophyta,Marchantiopsida,Marchantiales,Cyathodiaceae,Cyathodium,Spe_in_Cyathodium
47885,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans
475176,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,Gen_in_Apogoninae,Spe_in_Apogoninae
868595,Bacteria,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum nigrificans
246143,Bacteria,Bacteroidetes,Sphingobacteriia,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured Sphingobacteriia bacterium
82115,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Gen_in_Rhizobiaceae,Spe_in_Rhizobiaceae
638303,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus
2769491,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. LPB0304
214280,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Spe_in_Notodonta
212743,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Fam_of_Rhizobacter,Rhizobacter,Spe_in_Rhizobacter
671143,Bacteria,candidate division NC10,Cla_of_Candidatus Methylomirabilis,Ord_of_Candidatus Methylomirabilis,Fam_of_Candidatus Methylomirabilis,Candidatus Methylomirabilis,Candidatus Methylomirabilis oxyfera
80867,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae
573413,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Sediminispirochaeta smaragdinae
115387,Eukaryota,Brachiopoda,Rhynchonellata,Terebratulida,Fam_in_Terebratuloidea,Gen_in_Terebratuloidea,Spe_in_Terebratuloidea
2736252,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. TRL1
2507538,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muriicola,Muriicola soli
213859,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Gen_in_Dorylinae,Spe_in_Dorylinae
1489841,Eukaryota,Chordata,Actinopteri,Ord_in_Zeiogadaria,Fam_in_Zeiogadaria,Gen_in_Zeiogadaria,Spe_in_Zeiogadaria
2015316,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea sp. AS-1
1262470,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum hiltneri
1522671,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides sp. UCH007
1654067,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Spe_in_Pantoea agglomerans group
1458426,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas maccroryi
1653831,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium cuenoti
48664,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas fragariae
1032066,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sputorum
82980,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella,Spe_in_Leminorella
442694,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas perforans
311982,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hygroscopicus
