taxID,superkingdom,phylum,class,order,family,genus,species
2608131,Eukaryota,Haptophyta,Cla_Prymnesiophyceae,Ord_in_Prymnesiophyceae,Fam_in_Prymnesiophyceae,Gen_in_Prymnesiophyceae,Spe_in_Prymnesiophyceae
119977,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Spe_in_Acidithiobacillus
2642459,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Spe_in_unclassified Geobacillus
2642886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,Spe_in_unclassified Defluviicoccus
186087,Eukaryota,Arthropoda,Insecta,Coleoptera,Cleridae,Gen_in_Cleridae,Spe_in_Cleridae
285226,Eukaryota,Bacillariophyta,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured marine diatom
2805282,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tretomyces,Tretomyces microsporus
2020311,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Kim5
412384,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia aryabhattai
2675229,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Spe_in_Peribacillus
1267021,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara
216799,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,Grammonema cf. islandica
1036719,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Spe_in_Verticillium
379684,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium pseudoryzae
150022,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Spe_in_Finegoldia
118969,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Fam_in_Legionellales,Gen_in_Legionellales,Spe_in_Legionellales
218293,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Spe_in_environmental samples
1792307,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea sp. PAMC 26642
875170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Spe_in_Celeribacter
218734,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,Spe_in_Hesperia
1003029,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Centronella,Centronella reicheltii
217203,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter spanius
1166950,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,Candidatus Thiodictyon syntrophicum
447471,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans
2250122,Bacteria,Candidatus Bipolaricaulota,Cla_of_Candidatus Bipolaricaulis,Ord_of_Candidatus Bipolaricaulis,Fam_of_Candidatus Bipolaricaulis,Candidatus Bipolaricaulis,Spe_in_Candidatus Bipolaricaulis
185978,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Spe_in_unclassified Paenibacillus
55056,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mamestra,Spe_in_Mamestra
1890528,Bacteria,Cyanobacteria,Cla_of_Chroococcidiopsidales,Chroococcidiopsidales,Chroococcidiopsidaceae,Gen_in_Chroococcidiopsidaceae,Spe_in_Chroococcidiopsidaceae
186818,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Gen_in_Planococcaceae,Spe_in_Planococcaceae
1955043,Bacteria,Cyanobacteria,Cla_of_Gloeomargaritales,Gloeomargaritales,Gloeomargaritaceae,Gen_in_Gloeomargaritaceae,Spe_in_Gloeomargaritaceae
2642072,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Spe_in_unclassified Listeria
578833,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Spe_in_Stutzerimonas stutzeri subgroup
2739063,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus xiamenensis
413404,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_Gammaproteobacteria incertae sedis,Fam_sulfur-oxidizing symbionts,Candidatus Ruthia,Candidatus Ruthia magnifica
2739434,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinibacter,Chitinibacter bivalviorum
1985873,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,Sulfuriferula sp. AH1
84159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum
119859,Bacteria,Cyanobacteria,Cla_of_Nostocales,Nostocales,Tolypothrichaceae,Gen_in_Tolypothrichaceae,Spe_in_Tolypothrichaceae
1658665,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Mitsuaria,Mitsuaria sp. 7
152297,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas issachenkonii
2771472,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Gen_in_Sulfurovaceae,Spe_in_Sulfurovaceae
1003317,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chrysanthemodiscales,Chrysanthemodiscaceae,Chrysanthemodiscus,Spe_in_Chrysanthemodiscus
2479367,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella sp. 3AFRM03
744515,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema ruminis
182771,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra perforata
871963,Bacteria,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans
315492,Eukaryota,Chordata,Actinopteri,Pempheriformes,Lateolabracidae,Lateolabrax,Lateolabrax maculatus
1792508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger,Salipiger sp. CCB-MM3
314147,Eukaryota,Chordata,Mammalia,Ord_in_Glires,Fam_in_Glires,Gen_in_Glires,Spe_in_Glires
53249,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp.
1037660,Eukaryota,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala
1332264,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus aquimaris
2640088,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Fam_of_Rhizobacter,Rhizobacter,Spe_in_unclassified Rhizobacter
643867,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Marivirgaceae,Marivirga,Marivirga tractuosa
85079,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,Spe_in_Thiohalocapsa
2609666,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Spe_in_unclassified Halomonas
742845,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Gen_in_Malasseziaceae,Spe_in_Malasseziaceae
186039,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis cylindrus
119858,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis
85823,Eukaryota,Arthropoda,Insecta,Blattodea,Fam_in_Blattodea,Gen_in_Blattodea,Spe_in_Blattodea
85581,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae
186041,Eukaryota,Bacillariophyta,Bacillariophyceae,Ord_of_Entomoneidaceae,Entomoneidaceae,Gen_in_Entomoneidaceae,Spe_in_Entomoneidaceae
186282,Eukaryota,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Spe_in_bipectinata species complex
2509455,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Agromyces protaetiae
153809,Bacteria,Proteobacteria,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured proteobacterium
1463538,Bacteria,Cyanobacteria,Cla_of_Pseudanabaenales,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena tenuis
1266844,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
349521,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella chejuensis
120045,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis
1167006,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sulfexigens
348841,Bacteria,Firmicutes,Clostridia,Ord_of_unclassified Clostridia,Fam_of_unclassified Clostridia,Gen_unclassified Clostridia,Spe_in_unclassified Clostridia
84565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Spe_in_Sodalis
1890505,Bacteria,Cyanobacteria,Cla_of_Chroococcidiopsidales,Chroococcidiopsidales,Fam_in_Chroococcidiopsidales,Gen_in_Chroococcidiopsidales,Spe_in_Chroococcidiopsidales
86304,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans
117567,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium frederiksbergense
186634,Eukaryota,Chordata,Actinopteri,Ord_in_Otomorpha,Fam_in_Otomorpha,Gen_in_Otomorpha,Spe_in_Otomorpha
51324,Eukaryota,Chlorophyta,Ulvophyceae,Oltmannsiellopsidales,Oltmannsiellopsidaceae,Oltmannsiellopsis,Oltmannsiellopsis viridis
875171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter baekdonensis
1003053,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,Fallacia monoculata
119348,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured nitrogen-fixing bacterium
349221,Bacteria,Proteobacteria,Alphaproteobacteria,Ord_of_Alphaproteobacteria incertae sedis,Fam_Alphaproteobacteria incertae sedis,Micavibrio,Micavibrio aeruginosavorus
55209,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea cypripedii
86665,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022),Halalkalibacterium halodurans
1267768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Brevirhabdus,Brevirhabdus pacifica
88550,Eukaryota,Phy_of_Dinophyceae,Dinophyceae,Syndiniales,Syndiniaceae,Gen_in_Syndiniaceae,Spe_in_Syndiniaceae
2052160,Bacteria,Fibrobacteres,Cla_of_unclassified Fibrobacteres,Ord_of_unclassified Fibrobacteres,Fam_of_unclassified Fibrobacteres,Gen_unclassified Fibrobacteres,Fibrobacteres bacterium
742031,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Gen_in_Salinisphaeraceae,Spe_in_Salinisphaeraceae
84992,Bacteria,Actinobacteria,Acidimicrobiia,Ord_in_Acidimicrobiia,Fam_in_Acidimicrobiia,Gen_in_Acidimicrobiia,Spe_in_Acidimicrobiia
2053554,Bacteria,Candidatus Falkowbacteria,Cla_of_Candidatus Falkowbacteria bacterium,Ord_of_Candidatus Falkowbacteria bacterium,Fam_of_Candidatus Falkowbacteria bacterium,Gen_of_Candidatus Falkowbacteria bacterium,Candidatus Falkowbacteria bacterium
119044,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Filomicrobium,Spe_in_Filomicrobium
186802,Bacteria,Firmicutes,Clostridia,Eubacteriales,Fam_in_Eubacteriales,Gen_in_Eubacteriales,Spe_in_Eubacteriales
1789224,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter larvae
216768,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia imbricata
1134687,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis
2448023,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Gen_in_Ilumatobacteraceae,Spe_in_Ilumatobacteraceae
2448440,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis terrae
2705533,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Candidatus Nitronauta,Candidatus Nitronauta litoralis
904181,Eukaryota,Chordata,Cla_of_Testudinata,Testudines,Testudinidae,Chelonoidis,Spe_in_Chelonoidis
120959,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kubicae
1822464,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Spe_in_Paraburkholderia
186931,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens
350058,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vanbaalenii
120831,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Dyadobacter,Spe_in_Dyadobacter
2644098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bombella,Spe_in_unclassified Bombella
412764,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spe_in_Spathaspora
414771,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus donghaensis
1723645,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 008
2608905,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Spe_in_unclassified Propionibacterium
285107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,Spe_in_Thioclava
2019482,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum,Spe_in_Brevefilum
314293,Eukaryota,Chordata,Mammalia,Primates,Fam_in_Simiiformes,Gen_in_Simiiformes,Spe_in_Simiiformes
2546214,Eukaryota,Chlorophyta,Ulvophyceae,Ord_in_TCBD clade,Fam_in_TCBD clade,Gen_in_TCBD clade,Spe_in_TCBD clade
217165,Eukaryota,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,Caligus rogercresseyi
2774137,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia rhizoryzae
2675524,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL592
1231049,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus endosymbiont of Aphis craccivora
216739,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Gen_in_Sellaphoraceae,Spe_in_Sellaphoraceae
88404,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Gen_in_Methanocorpusculaceae,Spe_in_Methanocorpusculaceae
216318,Eukaryota,Mollusca,Gastropoda,Aplysiida,Fam_in_Aplysioidea,Gen_in_Aplysioidea,Spe_in_Aplysioidea
151783,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus campinensis
186820,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Gen_in_Listeriaceae,Spe_in_Listeriaceae
215357,Eukaryota,Chordata,Actinopteri,Ord_Eupercaria incertae sedis,Sciaenidae,Larimichthys,Spe_in_Larimichthys
1329912,Eukaryota,Chordata,Lepidosauria,Squamata,Fam_in_Episquamata,Gen_in_Episquamata,Spe_in_Episquamata
85632,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Spe_in_16SrXII (Stolbur group)
2639971,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Spe_in_unclassified Methyloversatilis
2282523,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Spe_in_Methylorubrum
285091,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax dieselolei
313603,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp. HTCC2170
1329950,Eukaryota,Chordata,Lepidosauria,Squamata,Fam_in_Unidentata,Gen_in_Unidentata,Spe_in_Unidentata
1333996,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter,Variibacter gotjawalensis
51605,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Spirodela,Spirodela intermedia
85076,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Spe_in_Marichromatium
1071080,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SB49
1628392,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella sp. KA22
150120,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella livingstonensis
2641570,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,Spe_in_unclassified Psychrosphaera
2675232,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Spe_in_Neobacillus
1068978,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica
1002672,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063
1628248,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter stercoris
187271,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Gen_unclassified Ectothiorhodospiraceae,Spe_in_unclassified Ectothiorhodospiraceae
1890424,Bacteria,Cyanobacteria,Cla_of_Synechococcales,Synechococcales,Fam_in_Synechococcales,Gen_in_Synechococcales,Spe_in_Synechococcales
2609290,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Spe_in_unclassified Microbacterium
251701,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3
52904,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus
2738883,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_Gammaproteobacteria incertae sedis,Fam_of_Candidatus Reidiella,Candidatus Reidiella,Candidatus Reidiella endopervernicosa
117745,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gen_environmental samples,Spe_in_environmental samples
55153,Eukaryota,Chordata,Mammalia,Rodentia,Sciuridae,Gen_in_Sciuridae,Spe_in_Sciuridae
575869,Eukaryota,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Pseudochlorodesmis,Spe_in_Pseudochlorodesmis
186623,Eukaryota,Chordata,Actinopteri,Ord_in_Actinopteri,Fam_in_Actinopteri,Gen_in_Actinopteri,Spe_in_Actinopteri
1461694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola atlanticus
1594315,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,Notocelia uddmanniana
2249310,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Spe_in_Mycobacterium simiae complex
906689,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium catenatum
86416,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium pasteurianum
183939,Archaea,Euryarchaeota,Methanococci,Ord_in_Methanococci,Fam_in_Methanococci,Gen_in_Methanococci,Spe_in_Methanococci
2283483,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sp. CVO
2509809,spKin_other entries,Phy_other sequences,Cla_of_artificial sequences,Ord_of_artificial sequences,Fam_artificial sequences,Gen_of_synthetic Caulobacter sp. 'ethensis',synthetic Caulobacter sp. 'ethensis'
1890426,Bacteria,Cyanobacteria,Cla_of_Synechococcales,Synechococcales,Synechococcaceae,Gen_in_Synechococcaceae,Spe_in_Synechococcaceae
150670,Eukaryota,Phy_of_Cryptophyceae,Cryptophyceae,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,Spe_in_environmental samples
1003316,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chrysanthemodiscales,Chrysanthemodiscaceae,Gen_in_Chrysanthemodiscaceae,Spe_in_Chrysanthemodiscaceae
2183911,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera sp. LB1
711328,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Spe_in_unclassified Candidatus Blochmannia
2644704,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Spe_in_unclassified Aminobacter
52552,Eukaryota,Phy_of_Synurophyceae,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,Mallomonas splendens
2639982,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,Spe_in_unclassified Roseococcus
1003022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia tridens
2644645,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Aquisalimonas,Spe_in_unclassified Aquisalimonas
1330546,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Spe_in_Pluralibacter
1134404,Bacteria,Ignavibacteriae,Cla_in_Ignavibacteriae,Ord_in_Ignavibacteriae,Fam_in_Ignavibacteriae,Gen_in_Ignavibacteriae,Spe_in_Ignavibacteriae
446692,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis
216736,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Spe_in_Pinnularia
185979,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Spe_in_unclassified Bacillus (in: Bacteria)
444606,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,Eucampia zodiacus
2643480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,Spe_in_unclassified Aestuariibacter
182269,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aurantimonas,Spe_in_Aurantimonas
2675298,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,Sulfuriferula nivalis
710984,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured gamma proteobacterium HF0130_23I23
54298,Bacteria,Cyanobacteria,Cla_of_Chroococcidiopsidales,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Spe_in_Chroococcidiopsis
314146,Eukaryota,Chordata,Mammalia,Ord_in_Euarchontoglires,Fam_in_Euarchontoglires,Gen_in_Euarchontoglires,Spe_in_Euarchontoglires
641148,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. oral taxon 014
1397108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter marinus
84568,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Gen_unclassified Sphingobacteriaceae,Spe_in_unclassified Sphingobacteriaceae
644661,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila porcellus
2805718,Eukaryota,Phy_of_unclassified stramenopiles,Cla_of_unclassified stramenopiles,Ord_of_unclassified stramenopiles,Fam_of_unclassified stramenopiles,Gen_unclassified stramenopiles,Stramenopiles sp. MAST-1C-sp1
1921784,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,Spe_in_Kiritimatiella
217204,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter insolitus
2676077,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. CAP-1
86664,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia flexa
545865,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Spe_in_Calditerrivibrio
52018,Bacteria,Actinobacteria,Actinomycetia,Ord_of_unclassified Actinomycetia,Fam_of_unclassified Actinomycetia,Gen_unclassified Actinomycetia,Spe_in_unclassified Actinomycetia
317655,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis
1855416,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Spe_in_Qipengyuania
249188,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae
